customerID,SeniorCitizen,tenure,MonthlyCharges,flag_gender_Male,flag_Partner,flag_Dependents,flag_PhoneService,flag_MultipleLines,flag_OnlineSecurity,flag_OnlineBackup,flag_DeviceProtection,flag_TechSupport,flag_StreamingTV,flag_StreamingMovies,flag_PaperlessBilling,flag_InternetService,flag_automatic_payment,num_produtos,media_mothly_charges,num_produtos_seguranca,InternetService_DSL,InternetService_Fiber_optic,InternetService_No,Contract_Month_to_month,Contract_One_year,Contract_Two_year,PaymentMethod_Bank_transfer_automatic,PaymentMethod_Credit_card_automatic,PaymentMethod_Electronic_check,PaymentMethod_Mailed_check
4323-SADQS,0,7,34.5,1,1,1,0,0,1,0,0,1,0,0,1,1,1,3,11.5,1,True,False,False,True,False,False,False,False,True,False
5313-FPXWG,0,51,24.6,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,12.3,0,False,False,True,False,True,False,True,False,False,False
2889-FPWRM,0,72,117.8,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,13.088888888888889,3,False,True,False,False,True,False,True,False,False,False
8847-GEOOQ,0,60,60.2,1,1,0,0,0,0,1,1,1,1,1,1,1,0,6,10.033333333333333,2,True,False,False,True,False,False,True,False,False,False
8739-QOTTN,0,2,20.35,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,20.35,0,False,False,True,True,False,False,False,False,False,True
5248-YGIJN,0,72,90.25,1,1,0,1,1,1,1,1,1,1,1,1,1,0,9,10.027777777777779,3,True,False,False,False,False,True,False,True,False,False
3256-EZDBI,1,51,29.45,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,14.725,1,True,False,False,True,False,False,False,True,False,False
6813-GZQCG,0,45,24.65,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,12.325,0,False,False,True,False,False,True,False,True,False,False
0654-HMSHN,0,21,104.4,1,1,1,1,1,0,1,1,0,1,1,0,1,1,7,14.914285714285715,2,False,True,False,True,False,False,False,False,True,False
2748-MYRVK,0,63,99.9,0,0,0,1,1,0,1,0,0,1,1,0,1,0,6,16.650000000000002,1,False,True,False,False,True,False,True,False,False,False
1527-SXDPN,0,52,96.25,1,1,1,1,1,0,0,1,1,0,1,1,1,0,6,16.041666666666668,1,False,True,False,False,False,True,True,False,False,False
6595-YGXIT,1,25,88.95,1,0,0,1,1,0,1,0,0,1,0,1,1,1,5,17.79,1,False,True,False,True,False,False,False,False,True,False
1785-BPHTP,0,28,85.45,1,1,1,1,0,0,0,1,0,1,0,0,1,1,4,21.3625,1,False,True,False,True,False,False,False,False,True,False
3070-BDOQC,0,60,99.65,0,0,0,1,0,0,1,1,0,1,1,1,1,1,6,16.608333333333334,2,False,True,False,False,False,True,False,False,True,False
9824-QCJPK,0,36,20.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,20.0,0,False,False,True,False,True,False,False,False,False,True
2279-AXJJK,0,52,95.65,1,1,0,1,1,0,1,0,1,0,1,1,1,0,6,15.941666666666668,1,False,True,False,True,False,False,False,True,False,False
9000-PLFUZ,1,60,49.45,0,1,0,0,0,0,1,0,0,1,1,1,1,0,4,12.3625,1,True,False,False,False,False,True,False,True,False,False
6974-DAFLI,0,55,19.7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,19.7,0,False,False,True,False,True,False,False,False,True,False
7435-ZNUYY,0,6,20.6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.6,0,False,False,True,False,True,False,False,False,False,True
5227-JSCFE,1,71,46.35,1,1,0,0,0,1,1,1,1,0,0,0,1,0,5,9.27,3,True,False,False,False,False,True,False,True,False,False
2129-ALKBS,0,40,26.2,0,1,1,1,1,0,0,0,0,0,0,1,0,1,2,13.1,0,False,False,True,True,False,False,False,False,True,False
9334-GWGOW,1,7,74.85,1,1,0,1,1,0,0,0,0,0,0,1,1,1,3,24.95,0,False,True,False,True,False,False,False,False,True,False
4137-JOPHL,0,50,89.7,0,0,0,1,0,0,0,1,1,0,1,1,1,0,5,17.94,1,False,True,False,False,False,True,True,False,False,False
5295-PCJOO,0,4,49.4,1,0,1,1,0,1,0,0,0,0,0,1,1,1,3,16.466666666666665,1,True,False,False,True,False,False,False,False,True,False
5736-YEJAX,0,69,79.45,1,0,1,1,1,1,1,1,1,1,0,1,1,0,8,9.93125,3,True,False,False,False,False,True,False,True,False,False
5569-KGJHX,0,9,85.35,0,1,1,1,1,0,0,0,0,1,0,1,1,0,4,21.3375,0,False,True,False,True,False,False,True,False,False,False
4919-IKATY,0,5,84.5,1,1,1,1,1,1,0,1,0,0,0,1,1,1,5,16.9,2,False,True,False,True,False,False,False,False,True,False
2811-POVEX,1,23,88.45,0,1,1,1,0,0,1,1,0,0,1,1,1,0,5,17.69,2,False,True,False,True,False,False,True,False,False,False
9029-FEGVJ,1,32,79.3,0,1,0,1,1,0,0,1,0,0,0,0,1,1,4,19.825,1,False,True,False,True,False,False,False,False,False,True
3806-DXQOM,0,4,33.65,0,0,0,0,0,1,1,0,0,0,0,1,1,1,3,11.216666666666667,2,True,False,False,True,False,False,False,False,True,False
4293-ETKAP,0,65,79.4,0,1,1,1,1,0,1,0,1,1,1,1,1,0,7,11.342857142857143,1,True,False,False,False,False,True,True,False,False,False
2642-MAWLJ,0,36,20.25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,20.25,0,False,False,True,False,False,True,True,False,False,False
9447-YPTBX,0,50,19.85,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,19.85,0,False,False,True,False,True,False,True,False,False,False
3719-TDVQB,1,54,18.95,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,18.95,0,False,False,True,False,False,True,False,False,False,True
8626-XHBIE,0,56,24.8,1,0,1,1,1,0,0,0,0,0,0,1,0,1,2,12.4,0,False,False,True,False,False,True,False,False,False,True
8760-ZRHKE,1,71,69.2,0,1,1,1,1,1,1,0,0,1,0,0,1,1,6,11.533333333333333,2,True,False,False,False,True,False,False,False,True,False
7550-WIQVA,0,50,108.25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,8,13.53125,3,False,True,False,False,True,False,False,False,True,False
6421-SZVEM,0,28,82.85,0,1,1,1,0,1,0,0,0,0,1,1,1,0,4,20.7125,1,False,True,False,False,True,False,True,False,False,False
4933-IKULF,1,17,20.65,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.65,0,False,False,True,False,True,False,False,False,False,True
7596-ZYWBB,0,65,59.6,0,0,0,1,0,1,1,0,1,0,0,1,1,1,5,11.92,2,True,False,False,False,False,True,False,False,False,True
9137-UIYPG,0,35,106.9,0,1,1,1,0,1,0,1,1,1,1,1,1,1,7,15.271428571428572,2,False,True,False,True,False,False,False,False,True,False
0823-HSCDJ,1,52,49.15,1,0,0,0,0,0,1,0,0,1,1,1,1,1,4,12.2875,1,True,False,False,True,False,False,False,False,True,False
0562-FGDCR,0,72,74.55,0,1,1,1,1,1,1,0,1,1,0,0,1,1,7,10.65,2,True,False,False,False,False,True,False,False,False,True
7611-YKYTC,0,22,75.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,3,25.0,1,False,True,False,True,False,False,True,False,False,False
3262-EIDHV,0,72,84.7,0,1,1,1,1,1,0,1,1,1,1,0,1,0,8,10.5875,2,True,False,False,False,False,True,False,True,False,False
0052-YNYOT,0,67,20.55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.55,0,False,False,True,False,True,False,False,False,True,False
9225-BZLNZ,0,72,85.25,1,1,0,1,1,1,1,1,0,1,1,1,1,1,8,10.65625,3,True,False,False,False,False,True,False,False,True,False
1710-RCXUS,0,51,90.35,1,1,0,1,1,0,1,0,0,0,1,1,1,0,5,18.07,1,False,True,False,False,True,False,False,True,False,False
0295-PPHDO,0,1,95.45,1,0,0,1,1,0,0,0,0,1,1,1,1,1,5,19.09,0,False,True,False,True,False,False,False,False,True,False
6505-OZNPG,0,6,63.4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,9.057142857142857,3,True,False,False,False,False,True,False,False,False,True
3026-ATZYV,0,37,75.1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,6,12.516666666666666,2,True,False,False,False,True,False,True,False,False,False
5175-WLYXL,0,22,78.85,1,0,0,1,1,0,1,0,0,0,0,1,1,1,4,19.7125,1,False,True,False,True,False,False,False,False,False,True
0795-XCCTE,1,72,25.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,12.7,0,False,False,True,False,False,True,True,False,False,False
6060-QBMGV,0,70,19.85,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19.85,0,False,False,True,False,False,True,False,True,False,False
4830-FAXFM,0,19,24.1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,12.05,0,False,False,True,True,False,False,False,True,False,False
4824-GUCBY,1,22,81.7,0,0,0,1,0,1,1,0,0,0,0,0,1,1,4,20.425,2,False,True,False,True,False,False,False,False,True,False
7279-BUYWN,1,41,113.2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,8,14.15,3,False,True,False,True,False,False,False,False,True,False
2988-GBIVW,1,70,90.85,0,1,0,1,1,1,0,0,0,0,1,1,1,1,5,18.169999999999998,1,False,True,False,True,False,False,False,False,True,False
5180-UCIIQ,1,22,40.05,1,1,1,0,0,1,0,0,0,0,1,0,1,1,3,13.35,1,True,False,False,True,False,False,False,False,False,True
8242-PDSGJ,0,70,39.15,1,1,0,0,0,1,0,1,1,0,0,1,1,0,4,9.7875,2,True,False,False,False,False,True,False,True,False,False
6840-RESVB,0,24,84.8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,10.6,2,True,False,False,False,True,False,False,False,False,True
6080-TCMYC,0,40,81.2,1,1,1,1,1,0,0,1,0,0,0,1,1,1,4,20.3,1,False,True,False,True,False,False,False,False,True,False
3186-AJIEK,0,66,105.65,1,0,0,1,0,1,0,1,1,1,1,1,1,0,7,15.092857142857143,2,False,True,False,False,False,True,True,False,False,False
6719-FGEDO,0,72,97.0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,7,13.857142857142858,3,False,True,False,False,False,True,True,False,False,False
1133-KXCGE,0,18,20.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.1,0,False,False,True,False,True,False,False,False,False,True
7781-HVGMK,0,72,65.2,0,1,1,0,0,1,1,1,1,1,1,1,1,0,7,9.314285714285715,3,True,False,False,False,False,True,False,True,False,False
2675-IJRGJ,0,53,19.65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.65,0,False,False,True,False,False,True,True,False,False,False
1304-NECVQ,1,2,78.55,0,0,0,1,1,0,0,1,0,0,0,1,1,1,4,19.6375,1,False,True,False,True,False,False,False,False,True,False
9133-AYJZG,0,23,98.7,0,0,0,1,1,0,1,0,0,1,1,1,1,0,6,16.45,1,False,True,False,True,False,False,False,True,False,False
2592-HODOV,0,13,19.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.3,0,False,False,True,False,True,False,False,True,False,False
8086-OVPWV,0,2,80.2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,3,26.733333333333334,0,False,True,False,True,False,False,False,False,True,False
7240-ETPTR,0,9,48.75,0,1,0,0,0,0,0,1,0,1,1,1,1,1,4,12.1875,1,True,False,False,True,False,False,False,False,True,False
3804-RVTGV,0,50,103.85,1,1,1,1,1,0,1,1,0,1,1,1,1,0,7,14.835714285714285,2,False,True,False,True,False,False,True,False,False,False
1156-ZFYDO,0,1,19.75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19.75,0,False,False,True,True,False,False,False,False,True,False
2525-GVKQU,0,60,20.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.6,0,False,False,True,False,False,True,False,False,False,True
7855-DIWPO,0,21,68.65,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,34.325,0,False,True,False,True,False,False,False,False,True,False
5993-JSUWV,0,66,61.15,0,0,0,1,0,1,1,1,0,0,0,1,1,0,5,12.23,3,True,False,False,False,False,True,True,False,False,False
8185-UPYBR,0,6,75.5,1,1,0,1,1,0,0,0,0,0,0,1,1,1,3,25.166666666666668,0,False,True,False,True,False,False,False,False,True,False
7663-RGWBC,0,1,44.15,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,22.075,0,True,False,False,True,False,False,False,False,False,True
3411-WLRSQ,1,3,74.6,0,1,0,1,0,0,1,0,0,0,0,1,1,0,3,24.866666666666664,1,False,True,False,True,False,False,True,False,False,False
5196-SGOAK,0,1,75.7,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,25.233333333333334,1,False,True,False,True,False,False,False,False,True,False
8597-CTXVJ,0,70,64.95,1,0,1,1,1,1,1,0,1,0,0,0,1,0,6,10.825000000000001,2,True,False,False,False,True,False,True,False,False,False
6833-JMZYP,0,15,94.0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,5,18.8,1,False,True,False,True,False,False,False,True,False,False
3253-HKOKL,0,52,100.3,0,1,1,1,0,1,0,1,0,1,1,0,1,1,6,16.716666666666665,2,False,True,False,False,True,False,False,False,True,False
0732-OCQOC,0,52,25.05,0,1,1,1,1,0,0,0,0,0,0,1,0,0,2,12.525,0,False,False,True,False,False,True,True,False,False,False
4644-OBGFZ,0,55,19.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.5,0,False,False,True,False,True,False,False,False,False,True
9396-ZSFLL,0,15,48.85,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,16.283333333333335,0,True,False,False,True,False,False,False,False,False,True
7641-TQFHN,0,39,100.55,1,0,1,1,1,0,0,0,1,1,1,0,1,1,6,16.758333333333333,0,False,True,False,False,False,True,False,False,False,True
6896-SRVYQ,1,44,73.85,1,0,0,1,0,0,0,1,0,0,0,0,1,1,3,24.616666666666664,1,False,True,False,True,False,False,False,False,True,False
1658-TJVOA,1,6,74.1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3,24.7,1,False,True,False,True,False,False,False,False,True,False
7534-BFESC,1,24,76.1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,3,25.366666666666664,0,False,True,False,True,False,False,False,False,True,False
5216-WASFJ,1,31,84.85,0,1,0,1,1,0,0,0,0,0,1,1,1,1,4,21.2125,0,False,True,False,True,False,False,False,False,True,False
3128-YOVTD,0,51,79.15,0,1,1,1,0,1,1,0,0,0,0,1,1,0,4,19.7875,2,False,True,False,True,False,False,True,False,False,False
2041-JIJCI,0,5,64.0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,5,12.8,1,True,False,False,True,False,False,False,False,True,False
2608-BHKFN,0,4,70.05,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,35.025,0,False,True,False,True,False,False,False,True,False,False
1395-OFUWC,0,43,29.3,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,14.65,1,True,False,False,True,False,False,False,True,False,False
8008-OTEZX,0,35,19.65,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.65,0,False,False,True,False,True,False,False,False,False,True
0023-UYUPN,1,50,25.2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,12.6,0,False,False,True,False,True,False,False,False,True,False
0308-IVGOK,0,11,40.4,0,0,0,0,0,0,1,1,1,0,0,1,1,0,4,10.1,2,True,False,False,False,True,False,False,True,False,False
0991-BRRFB,0,18,49.4,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3,16.466666666666665,1,True,False,False,True,False,False,False,False,True,False
5975-BAICR,0,36,63.7,1,1,1,1,0,1,0,1,0,0,1,1,1,0,5,12.74,2,True,False,False,False,True,False,False,True,False,False
0572-ZJKLT,0,46,99.65,0,1,1,1,1,1,0,1,1,0,1,0,1,1,7,14.235714285714286,2,False,True,False,False,False,True,False,False,False,True
5616-PRTNT,0,20,19.4,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,19.4,0,False,False,True,True,False,False,False,False,True,False
5519-TEEUH,0,33,20.15,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,20.15,0,False,False,True,False,True,False,False,False,False,True
1502-XFCVR,0,58,106.45,0,0,0,1,0,1,1,1,0,1,1,1,1,1,7,15.207142857142857,3,False,True,False,False,True,False,False,False,True,False
9254-RBFON,0,17,98.6,0,1,1,1,0,0,0,1,1,1,1,0,1,0,6,16.433333333333334,1,False,True,False,False,True,False,True,False,False,False
9481-WHGWY,0,70,75.35,0,1,1,1,0,1,0,0,1,1,1,0,1,0,6,12.558333333333332,1,True,False,False,False,False,True,False,True,False,False
9978-HYCIN,1,47,84.95,1,1,1,1,0,0,1,0,0,1,0,1,1,0,4,21.2375,1,False,True,False,False,True,False,True,False,False,False
5924-SNGKP,0,41,20.25,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,20.25,0,False,False,True,False,True,False,False,True,False,False
4429-WYGFR,0,26,49.15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3,16.383333333333333,0,True,False,False,True,False,False,True,False,False,False
9420-LOJKX,0,15,99.1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,6,16.516666666666666,2,False,True,False,True,False,False,False,True,False,False
6870-ZWMNX,0,70,76.1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,7,10.87142857142857,2,True,False,False,False,False,True,False,True,False,False
3847-BAERP,0,10,20.9,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,20.9,0,False,False,True,True,False,False,False,False,False,True
3737-GCSPV,0,11,96.2,0,1,0,1,1,1,0,0,1,1,0,1,1,0,6,16.033333333333335,1,False,True,False,True,False,False,False,True,False,False
1963-VAUKV,0,1,20.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.4,0,False,False,True,True,False,False,False,False,False,True
4548-SDBKE,0,5,85.2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,4,21.3,0,False,True,False,True,False,False,False,False,True,False
2887-JPYLU,0,41,45.2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,22.6,0,True,False,False,True,False,False,True,False,False,False
3976-BWUCK,0,30,94.1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,6,15.683333333333332,1,False,True,False,True,False,False,False,True,False,False
1015-JPFYW,0,7,19.45,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,19.45,0,False,False,True,False,True,False,False,False,False,True
8746-OQQRW,0,4,25.25,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,12.625,0,False,False,True,True,False,False,False,False,False,True
0377-JBKKT,0,22,57.95,1,1,1,1,0,1,1,0,1,0,0,1,1,1,5,11.59,2,True,False,False,True,False,False,False,False,False,True
6814-ZPWFQ,1,51,25.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,12.5,0,False,False,True,False,True,False,True,False,False,False
8062-YBDOE,1,1,69.65,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,34.825,0,False,True,False,True,False,False,False,False,True,False
1347-KTTTA,0,64,102.45,1,1,0,1,0,0,1,1,1,1,1,1,1,0,7,14.635714285714286,2,False,True,False,False,True,False,False,True,False,False
3629-ZNKXA,1,17,101.8,1,0,0,1,0,0,1,1,0,1,1,1,1,1,6,16.966666666666665,2,False,True,False,True,False,False,False,False,True,False
2969-VAPYH,0,67,60.5,0,0,0,1,0,1,1,0,1,0,0,0,1,0,5,12.1,2,True,False,False,False,True,False,False,True,False,False
8232-CTLKO,0,66,59.75,0,1,1,1,0,1,0,0,0,1,0,1,1,1,4,14.9375,1,True,False,False,False,False,True,False,False,True,False
6050-IJRHS,0,70,106.5,0,1,1,1,1,0,1,1,0,1,1,1,1,1,7,15.214285714285714,2,False,True,False,False,True,False,False,False,True,False
1024-GUALD,0,1,24.8,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,24.8,0,True,False,False,True,False,False,False,False,True,False
5296-BFCYD,0,46,20.1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,20.1,0,False,False,True,False,False,True,False,False,False,True
8400-WZICQ,0,55,55.7,0,1,1,1,0,1,1,0,0,0,0,0,1,1,4,13.925,2,True,False,False,True,False,False,False,False,True,False
6295-OSINB,0,72,109.65,1,1,0,1,1,1,1,1,0,1,1,1,1,1,8,13.70625,3,False,True,False,False,False,True,False,False,True,False
8226-BXGES,0,64,89.45,1,1,0,1,1,1,1,1,0,0,0,0,1,0,6,14.908333333333333,3,False,True,False,False,True,False,True,False,False,False
7721-JXEAW,0,59,41.05,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,13.683333333333332,1,True,False,False,True,False,False,True,False,False,False
7601-DHFWZ,0,48,24.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,12.0,0,False,False,True,False,False,True,False,True,False,False
7777-UNYHB,0,12,20.1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,20.1,0,False,False,True,True,False,False,False,True,False,False
7293-LSCDV,0,60,19.25,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,19.25,0,False,False,True,False,False,True,False,True,False,False
8752-STIVR,0,4,79.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,3,26.333333333333332,0,False,True,False,True,False,False,False,False,True,False
4588-YBNIB,0,1,19.6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,19.6,0,False,False,True,True,False,False,False,False,False,True
0307-BCOPK,0,16,19.05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,19.05,0,False,False,True,False,True,False,False,False,False,True
9786-YWNHU,0,63,63.55,0,1,1,1,0,1,1,1,1,0,0,0,1,1,6,10.591666666666667,3,True,False,False,False,False,True,False,False,False,True
6072-NUQCB,0,22,20.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,20.25,0,False,False,True,False,True,False,True,False,False,False
7729-XBTWX,0,66,19.75,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,19.75,0,False,False,True,False,False,True,False,False,False,True
6789-HJBWG,0,12,49.4,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,16.466666666666665,1,True,False,False,True,False,False,False,False,True,False
6000-APYLU,0,9,80.8,1,0,0,1,0,0,0,0,0,0,1,1,1,1,3,26.933333333333334,0,False,True,False,True,False,False,False,False,True,False
4273-MBHYA,0,1,89.35,0,0,1,1,0,0,0,0,0,1,1,1,1,1,4,22.3375,0,False,True,False,True,False,False,False,False,True,False
2533-TIBIX,0,15,30.2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,2,15.1,1,True,False,False,True,False,False,True,False,False,False
9631-XEYKE,0,3,50.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,16.8,0,True,False,False,True,False,False,True,False,False,False
9739-JLPQJ,0,72,117.5,0,1,1,1,1,1,1,1,1,1,1,0,1,0,9,13.055555555555555,3,False,True,False,False,False,True,False,True,False,False
7409-JURKQ,0,53,111.8,0,1,0,1,1,0,1,1,1,1,1,1,1,0,8,13.975,2,False,True,False,False,True,False,True,False,False,False
6954-OOYZZ,0,18,44.35,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,22.175,0,True,False,False,True,False,False,True,False,False,False
1676-MQAOA,0,72,75.1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,7,10.728571428571428,3,True,False,False,False,False,True,True,False,False,False
2530-FMFXO,0,56,103.2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,7,14.742857142857144,1,False,True,False,False,False,True,False,False,True,False
2639-UGMAZ,1,71,56.45,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,11.290000000000001,2,True,False,False,False,True,False,False,False,True,False
7771-ZONAT,0,22,56.75,1,0,0,0,0,0,0,1,1,1,1,0,1,0,5,11.35,1,True,False,False,False,False,True,True,False,False,False
9959-WOFKT,0,71,106.7,1,0,1,1,1,1,0,1,0,1,1,0,1,0,7,15.242857142857144,2,False,True,False,False,False,True,True,False,False,False
6259-WJQLC,1,32,81.1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,4,20.275,1,False,True,False,True,False,False,False,True,False,False
5093-FEGLU,0,47,19.65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19.65,0,False,False,True,False,False,True,True,False,False,False
8930-XOTDP,0,18,55.95,0,1,1,1,0,0,0,0,0,1,0,0,1,1,3,18.650000000000002,0,True,False,False,True,False,False,False,False,False,True
3279-DYZQM,0,71,19.45,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.45,0,False,False,True,False,False,True,False,False,False,True
1790-NESIO,0,13,20.4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,20.4,0,False,False,True,False,False,True,False,False,False,True
9200-NLNPD,0,56,54.05,1,1,0,0,0,0,0,1,1,1,1,1,1,0,5,10.809999999999999,1,True,False,False,False,True,False,True,False,False,False
2969-WGHQO,0,7,69.45,0,1,1,1,0,1,1,1,0,1,0,0,1,1,6,11.575000000000001,3,True,False,False,False,True,False,False,False,True,False
7541-YLXCL,0,36,65.4,1,0,0,1,0,0,1,0,1,0,1,1,1,1,5,13.080000000000002,1,True,False,False,False,True,False,False,False,False,True
0128-MKWSG,0,26,45.8,0,0,1,0,0,1,0,0,1,0,1,0,1,1,4,11.45,1,True,False,False,True,False,False,False,False,False,True
6088-BXMRG,0,32,98.85,0,1,1,1,1,0,1,0,0,1,1,1,1,1,6,16.474999999999998,1,False,True,False,True,False,False,False,False,True,False
8316-BBQAY,0,65,59.95,0,0,0,0,0,1,0,1,1,1,1,0,1,0,6,9.991666666666667,2,True,False,False,False,False,True,False,True,False,False
4018-KJYUY,0,22,20.15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.15,0,False,False,True,True,False,False,False,True,False,False
9851-KIELU,0,10,110.1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,8,13.7625,3,False,True,False,True,False,False,False,False,True,False
1427-VERSM,0,56,98.7,0,1,0,1,0,0,0,1,1,1,1,1,1,1,6,16.45,1,False,True,False,True,False,False,False,False,True,False
6773-LQTVT,1,29,35.65,0,1,1,0,0,0,1,1,0,0,0,1,1,1,3,11.883333333333333,2,True,False,False,True,False,False,False,False,False,True
9378-FXTIZ,0,54,70.15,0,1,0,1,1,0,0,0,0,1,1,1,1,0,5,14.030000000000001,0,True,False,False,False,True,False,False,True,False,False
2805-AUFQN,0,25,19.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.8,0,False,False,True,False,False,True,False,True,False,False
8345-MVDYC,0,45,81.65,0,0,0,1,0,1,0,1,1,1,1,0,1,0,7,11.664285714285715,2,True,False,False,False,False,True,True,False,False,False
3162-ZJZFU,0,53,92.55,1,1,1,1,0,0,1,0,1,1,0,1,1,1,5,18.509999999999998,1,False,True,False,True,False,False,False,False,True,False
0369-ZGOVK,0,28,70.4,0,1,1,1,0,0,0,0,0,0,0,1,1,0,2,35.2,0,False,True,False,False,True,False,True,False,False,False
1498-NHTLT,0,59,86.75,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,10.84375,3,True,False,False,False,False,True,False,False,True,False
9921-EZKBY,0,33,95.3,1,0,1,1,1,1,0,1,0,0,1,1,1,0,6,15.883333333333333,2,False,True,False,True,False,False,True,False,False,False
9728-FTTVZ,0,1,69.2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,34.6,0,False,True,False,True,False,False,False,False,True,False
1725-IQNIY,0,54,109.75,1,1,0,1,0,1,1,1,1,1,1,0,1,0,8,13.71875,3,False,True,False,False,False,True,True,False,False,False
3649-JPUGY,0,72,88.6,1,0,0,1,1,0,1,1,1,1,1,1,1,0,8,11.075,2,True,False,False,False,False,True,True,False,False,False
5364-XYIRR,0,51,94.65,1,1,0,1,1,0,0,0,0,1,1,1,1,1,5,18.93,0,False,True,False,True,False,False,False,False,True,False
7923-IYJWY,1,67,116.1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,9,12.899999999999999,3,False,True,False,False,False,True,False,True,False,False
